dates,APARCH_FHS,APARCH_Normal,APARCH_sTUDENT,caviar_AD,caviar_AS,caviar_IG,caviar_SAV,EGARCH_FHS,EGARCH_norm,EGARCH_St,GARCH-FHS,Garch_Normal,Garch_Student,Historical-Simulation,Normal-Distribution,Riskmetrics,Weighted-Historical-Simulation
2000-01-03,-5.761150426,-5.284626377,-5.819102974,-6.250173743656585,-4.204129220820833,-5.077880556931055,-4.964133920806356,-6.520832344997119,-5.303821227659585,-6.069521791,-5.969557128,-0.048237136,-5.971359461,-5.021011813051041,-4.956958656473581,-4.875521278435589,-6.259085387834345
2000-01-04,-6.011297994,-5.508273877,-6.10641215,-6.253903848852596,-7.282835728427619,-6.115567508626626,-4.869928107653674,-6.790719507742417,-5.439469921250641,-6.299883225,-6.09755962,-0.049717002,-6.079108162,-5.357707711663251,-4.988588593418731,-5.181448986196702,-5.539637070573487
2000-01-05,-5.913590812,-5.447041978,-5.988806907,-6.257637187942215,-6.322111800059914,-4.860373298413121,-4.555456630608026,-6.6495669660339365,-5.312203072734433,-6.057514024,-6.074165352,-0.048571287,-5.989262978,-5.598993086694561,-4.985336419144439,-4.878364767955612,-5.425600724633203
2000-01-06,-5.817607319,-5.359475091,-6.018819554,-6.261101807103136,-4.6400046227380045,-5.131861778457974,-5.776487119436232,-7.146009239240173,-5.713716806158214,-6.802245533,-6.791798611,-0.057232424,-6.588179057,-4.475013388549415,-5.037678273134099,-6.031756599361656,-7.051172696065482
2000-01-07,-5.723631742,-5.273668556,-5.911485035,-6.264863358224575,-5.129962888647912,-5.123211629312485,-5.380283874021669,-7.044720157892256,-5.6456545499031865,-6.662550447,-6.584244595,-0.055773559,-6.527921268,-5.5171813965537,-5.019134742891732,-4.979362160673022,-7.214627298000661
2000-01-10,-5.631623699,-5.189586216,-5.853923402,-6.267618244889138,-5.091393395810761,-7.603217895133762,-5.1401436452596485,-7.174379378641278,-5.736005955677287,-6.817516502,-6.677176208,-0.056186618,-6.566951276,-4.82382996109182,-4.990403078680429,-5.202519007596715,-6.211253946362822
2000-01-11,-5.746064889,-5.271377,-5.900849826,-6.271551991237321,-5.892571650806892,-4.397160024535784e+25,-4.899115056633062,-7.152816553424874,-5.704288348167467,-6.75388935,-6.525594596,-0.055264835,-6.486321034,-4.836924207664672,-4.993478733563576,-5.008011329584779,-6.508555505590361
2000-01-12,-5.848491908,-5.393932258,-6.009799508,-6.274606445768194,-7.187985069218905,-5.11688730169792,-5.692121055444796,-7.0031203280972,-5.713029988980186,-6.739790478,-6.450156358,-0.054652299,-6.431123365,-5.453407316095409,-5.006139688617721,-5.063614093352697,-5.568737736220895
2000-01-13,-5.753869567,-5.307433045,-5.890032391,-6.279982013701271,-5.57175905076981,-4.228076213966172,-5.078129870259758,-6.858025886689728,-5.594306979541019,-6.538925515,-6.411406855,-0.053441487,-6.325041574,-5.34205550977066,-5.006420848891902,-4.95536612135435,-8.55993300306729
2000-01-14,-5.850176251,-5.405168093,-5.961698014,-6.280829730033667,-6.360715184657542,-5.129939341909225,-4.9592642129591935,-6.841647255918182,-5.586428857850233,-6.517029941,-6.320791677,-0.052560127,-6.269412797,-4.549651049468558,-5.014546149492706,-5.037826445859199,-5.552703195627264
